age,depth,d18o,error
54940,2354.29,-37.64,2343
54960,2354.64,-37.08,2345
54980,2355,-38.86,2347
55000,2355.34,-40.23,2349
55020,2355.59,-43.11,2350
55040,2355.85,-42.3,2352
55060,2356.09,-43.03,2354
55080,2356.27,-42.81,2355
55100,2356.48,-42.46,2356
55120,2356.7,-44.05,2357
55140,2356.9,-41.11,2358
55160,2357.09,-41.89,2359
55180,2357.31,-43.56,2360
55200,2357.54,-42.14,2361
55220,2357.73,-42.71,2361
55240,2357.93,-43.56,2363
55260,2358.15,-42.03,2364
55280,2358.34,-43.96,2365
55300,2358.56,-43.46,2366
55320,2358.78,-42.57,2366
55340,2359.01,-40.96,2366
55360,2359.2,-41.54,2367
55380,2359.41,-41.31,2367
55400,2359.64,-41.28,2368
55420,2359.93,-42.1,2369
55440,2360.24,-39.71,2370
55460,2360.58,-37.83,2373
55480,2360.91,-39.34,2373
55500,2361.22,-39.2,2373
55520,2361.54,-39.55,2374
55540,2361.88,-38.67,2375
55560,2362.25,-39.96,2376
55580,2362.56,-38.98,2378
55600,2362.87,-40,2379
55620,2363.22,-39.58,2381
55640,2363.59,-39.48,2382
55660,2364.01,-39.37,2383
55680,2364.39,-39.31,2384
55700,2364.75,-38.21,2386
55720,2365.12,-39.07,2388
55740,2365.5,-38.97,2389
55760,2365.81,-39.77,2390
55780,2366.06,-39.87,2390
55800,2366.32,-41.11,2392
55820,2366.56,-41.96,2392
55840,2366.83,-44.06,2394
55860,2367.07,-44,2394
55880,2367.3,-40.61,2395
55900,2367.51,-43.12,2396
55920,2367.74,-43.54,2397
55940,2367.94,-43.58,2398
55960,2368.16,-42.5,2400
55980,2368.39,-42.05,2400
56000,2368.6,-44.22,2402
56020,2368.83,-42.32,2403
56040,2369.05,-42.24,2404
56060,2369.27,-42.98,2404
56080,2369.5,-43.18,2405
56100,2369.72,-42.26,2407
56120,2369.93,-41.88,2407
56140,2370.14,-41.45,2409
56160,2370.38,-41.98,2411
56180,2370.62,-43.06,2412
56200,2370.83,-43.26,2413
56220,2371.04,-42.31,2415
56240,2371.27,-41.85,2417
56260,2371.5,-41.01,2417
56280,2371.72,-43.51,2418
56300,2371.98,-42.83,2420
56320,2372.23,-41.92,2420
56340,2372.41,-41.71,2421
56360,2372.63,-42.35,2423
56380,2372.88,-43.53,2423
56400,2373.11,-41.82,2424
56420,2373.37,-41.57,2425
56440,2373.63,-42.11,2427
56460,2373.91,-42.31,2429
56480,2374.16,-41.26,2430
56500,2374.41,-41.05,2430
56520,2374.67,-41.37,2431
56540,2374.94,-40.79,2432
56560,2375.21,-41.49,2434
56580,2375.51,-41.26,2434
56600,2375.81,-41.04,2434
56620,2376.08,-40.62,2435
56640,2376.34,-40.26,2436
56660,2376.65,-40.54,2439
56680,2377,-40.83,2440
56700,2377.33,-39.77,2441
56720,2377.65,-39.54,2441
56740,2377.97,-40.32,2442
56760,2378.3,-39.99,2443
56780,2378.63,-40.23,2446
56800,2378.95,-40.48,2447
56820,2379.26,-39.28,2448
56840,2379.54,-40.36,2448
56860,2379.82,-41.04,2449
56880,2380.13,-41.44,2451
56900,2380.42,-40.03,2453
56920,2380.74,-40.16,2453
56940,2381.01,-40.1,2455
56960,2381.32,-40.58,2456
56980,2381.61,-41.01,2457
57000,2381.91,-40.63,2457
57020,2382.2,-39.37,2459
57040,2382.49,-40.95,2460
57060,2382.79,-41.48,2460
57080,2383.1,-41.67,2461
57100,2383.42,-40.14,2462
57120,2383.74,-40.83,2463
57140,2384.07,-40.46,2464
57160,2384.33,-40.8,2466
57180,2384.6,-40.67,2466
57200,2384.93,-39.53,2466
57220,2385.22,-40.79,2467
57240,2385.53,-40.53,2468
57260,2385.85,-40.43,2468
57280,2386.16,-40.64,2469
57300,2386.45,-40.69,2469
57320,2386.76,-39.97,2470
57340,2387.04,-39.92,2471
57360,2387.36,-39.3,2472
57380,2387.67,-39.72,2473
57400,2387.96,-39.73,2473
57420,2388.26,-40.48,2473
57440,2388.56,-39.38,2474
57460,2388.88,-39.61,2475
57480,2389.2,-39.24,2475
57500,2389.51,-40.63,2476
57520,2389.81,-39.16,2477
57540,2390.11,-39.04,2477
57560,2390.42,-39.48,2477
57580,2390.74,-40.01,2478
57600,2391.08,-38.17,2479
57620,2391.43,-39.17,2479
57640,2391.79,-39.66,2480
57660,2392.15,-38.46,2481
57680,2392.5,-40.59,2482
57700,2392.8,-39.21,2483
57720,2393.12,-39.59,2484
57740,2393.47,-39.53,2485
57760,2393.79,-39.08,2486
57780,2394.15,-38.8,2486
57800,2394.54,-38.59,2486
57820,2394.9,-38.76,2488
57840,2395.3,-38.88,2488
57860,2395.68,-38.81,2489
57880,2396.09,-38.26,2489
57900,2396.44,-39.6,2490
57920,2396.75,-39.97,2492
57940,2397.08,-40.21,2492
57960,2397.35,-40.01,2494
57980,2397.67,-40.02,2495
58000,2398.03,-38.17,2495
58020,2398.38,-38.26,2497
58040,2398.78,-38.92,2497
58060,2399.05,-42.24,2499
58080,2399.33,-42.1,2500
58100,2399.56,-41.46,2501
58120,2399.8,-42.91,2502
58140,2400.08,-41.18,2504
58160,2400.34,-42.57,2505
58180,2400.66,-40.52,2508
58200,2401.05,-38.39,2508
58220,2401.44,-38.96,2509
58240,2401.88,-37.84,2510
58260,2402.28,-38.71,2510
58280,2402.55,-42.03,2511
58300,2402.87,-41.86,2513
58320,2403.13,-41,2514
58340,2403.37,-43.11,2515
58360,2403.66,-42.13,2516
58380,2403.91,-43.1,2518
58400,2404.14,-41.94,2519
58420,2404.37,-43.46,2520
58440,2404.61,-41.94,2521
58460,2404.83,-41.94,2523
58480,2405.07,-42.29,2524
58500,2405.27,-43.36,2525
58520,2405.51,-42.02,2527
58540,2405.73,-42.57,2527
58560,2406.01,-41.92,2528
58580,2406.3,-40.69,2530
58600,2406.62,-40.96,2530
58620,2406.92,-40.94,2531
58640,2407.26,-39.03,2533
58660,2407.6,-39.39,2534
58680,2407.97,-38.98,2535
58700,2408.32,-39.94,2537
58720,2408.74,-38.21,2538
58740,2409.12,-39.35,2539
58760,2409.45,-39.84,2540
58780,2409.78,-40.37,2540
58800,2410.07,-41.51,2541
58820,2410.35,-40.6,2542
58840,2410.65,-40.52,2542
58860,2410.98,-40.33,2544
58880,2411.3,-38.86,2545
58900,2411.65,-39.38,2546
58920,2411.98,-38.44,2548
58940,2412.36,-38.65,2549
58960,2412.76,-38.42,2550
58980,2413.11,-37.91,2551
59000,2413.49,-38.37,2552
59020,2413.89,-38.16,2553
59040,2414.29,-37.59,2554
59060,2414.72,-37.81,2556
59080,2415.01,-40.86,2557
59100,2415.29,-42.17,2558
59120,2415.53,-42.71,2559
59140,2415.78,-41.93,2561
59160,2416.03,-44.18,2561
59180,2416.26,-41.74,2562
59200,2416.48,-42.64,2563
59220,2416.72,-43.14,2563
59240,2416.96,-44.35,2564
59260,2417.17,-42.76,2566
59280,2417.39,-41.3,2568
59300,2417.66,-42.48,2569
59320,2417.95,-40.53,2570
59340,2418.34,-37.6,2570
59360,2418.74,-38.46,2571
59380,2419.2,-37.7,2572
59400,2419.63,-37.7,2573
59420,2420.05,-38.16,2573
59440,2420.44,-39.78,2573
59460,2420.74,-42.31,2574
59480,2420.98,-41.86,2576
59500,2421.22,-41.75,2577
59520,2421.46,-42.8,2579
59540,2421.67,-44.27,2579
59560,2421.88,-44.2,2581
59580,2422.09,-42.53,2582
59600,2422.3,-43.73,2583
59620,2422.55,-43.68,2584
59640,2422.75,-42.81,2585
59660,2422.95,-43.24,2586
59680,2423.16,-42.71,2587
59700,2423.39,-42.9,2589
59720,2423.62,-42.13,2591
59740,2423.83,-41.62,2591
59760,2424.04,-41.98,2593
59780,2424.28,-43.74,2594
59800,2424.51,-42.79,2595
59820,2424.73,-44.04,2596
59840,2424.95,-44.15,2597
59860,2425.16,-43.67,2598
59880,2425.36,-42.12,2598
59900,2425.55,-43.86,2599
59920,2425.76,-42.74,2599
59940,2425.95,-41.56,2601
59960,2426.17,-42.86,2601
59980,2426.39,-43.55,2601
60000,2426.6,-43.35,2601
